BRANCHES RELAXS   ACT_NDS  DEPTH    BEST_INT_OBJ         BEST_RELAX_OBJ       REL_GAP(%)  TIME  
137293   140460   137042   30557    -9.2100000000e+02    -1.3096386091e+03    42.20       846.6 
137408   140575   137157   30588    -9.2100000000e+02    -1.3096386091e+03    42.20       846.9 
137523   140690   137272   30619    -9.2100000000e+02    -1.3096386091e+03    42.20       847.3 
137638   140805   137387   30650    -9.2100000000e+02    -1.3096386091e+03    42.20       847.7 
137753   140920   137502   30681    -9.2100000000e+02    -1.3096386091e+03    42.20       848.0 
137868   141035   137617   30712    -9.2100000000e+02    -1.3096386091e+03    42.20       848.4 
137983   141150   137732   30743    -9.2100000000e+02    -1.3096386091e+03    42.20       848.7 
138098   141265   137847   30774    -9.2100000000e+02    -1.3096386091e+03    42.20       849.0 
138213   141380   137962   30805    -9.2100000000e+02    -1.3096386091e+03    42.20       849.4 
138328   141495   138077   30836    -9.2100000000e+02    -1.3096386091e+03    42.20       849.7 
138443   141610   138192   30867    -9.2100000000e+02    -1.3096386091e+03    42.20       850.1 
138558   141725   138307   30898    -9.2100000000e+02    -1.3096386091e+03    42.20       850.4 
138674   141841   138423   30929    -9.2100000000e+02    -1.3096386091e+03    42.20       850.8 
138790   141957   138539   30960    -9.2100000000e+02    -1.3096386091e+03    42.20       851.1 
138906   142073   138655   30991    -9.2100000000e+02    -1.3096386091e+03    42.20       851.5 
139021   142188   138770   31022    -9.2100000000e+02    -1.3096386091e+03    42.20       851.8 
139136   142303   138885   31053    -9.2100000000e+02    -1.3096386091e+03    42.20       852.1 
139251   142418   139000   31084    -9.2100000000e+02    -1.3096386091e+03    42.20       852.5 
139367   142534   139116   31115    -9.2100000000e+02    -1.3096386091e+03    42.20       852.9 
139483   142650   139232   31146    -9.2100000000e+02    -1.3096386091e+03    42.20       853.3 
139599   142766   139348   31177    -9.2100000000e+02    -1.3096386091e+03    42.20       853.7 
139715   142882   139464   31208    -9.2100000000e+02    -1.3096386091e+03    42.20       854.1 
139831   142998   139580   31239    -9.2100000000e+02    -1.3096386091e+03    42.20       854.4 
139947   143114   139696   31270    -9.2100000000e+02    -1.3096386091e+03    42.20       854.8 
140063   143230   139812   31301    -9.2100000000e+02    -1.3096386091e+03    42.20       855.1 
140179   143346   139928   31332    -9.2100000000e+02    -1.3096386091e+03    42.20       855.6 
140295   143462   140044   31363    -9.2100000000e+02    -1.3096386091e+03    42.20       856.0 
140411   143578   140160   31394    -9.2100000000e+02    -1.3096386091e+03    42.20       856.3 
140527   143694   140276   31425    -9.2100000000e+02    -1.3096386091e+03    42.20       856.7 
140642   143809   140391   31456    -9.2100000000e+02    -1.3096386091e+03    42.20       857.0 
140757   143924   140506   31487    -9.2100000000e+02    -1.3096386091e+03    42.20       857.4 
140872   144039   140621   31518    -9.2100000000e+02    -1.3096386091e+03    42.20       857.7 
140987   144154   140736   31549    -9.2100000000e+02    -1.3096386091e+03    42.20       858.1 
141102   144269   140851   31580    -9.2100000000e+02    -1.3096386091e+03    42.20       858.6 
141217   144384   140966   31611    -9.2100000000e+02    -1.3096386091e+03    42.20       858.9 
141332   144499   141081   31642    -9.2100000000e+02    -1.3096386091e+03    42.20       859.3 
141447   144614   141196   31673    -9.2100000000e+02    -1.3096386091e+03    42.20       859.6 
141562   144729   141311   31704    -9.2100000000e+02    -1.3096386091e+03    42.20       860.0 
141677   144844   141426   31735    -9.2100000000e+02    -1.3096386091e+03    42.20       860.3 
141792   144959   141541   31766    -9.2100000000e+02    -1.3096386091e+03    42.20       860.6 
141907   145074   141656   31797    -9.2100000000e+02    -1.3096386091e+03    42.20       861.0 
142022   145189   141771   31828    -9.2100000000e+02    -1.3096386091e+03    42.20       861.3 
142137   145304   141886   31859    -9.2100000000e+02    -1.3096386091e+03    42.20       861.7 
142252   145419   142001   31890    -9.2100000000e+02    -1.3096386091e+03    42.20       862.1 
142367   145534   142116   31921    -9.2100000000e+02    -1.3096386091e+03    42.20       862.4 
142482   145649   142231   31952    -9.2100000000e+02    -1.3096386091e+03    42.20       862.7 
142597   145764   142346   31983    -9.2100000000e+02    -1.3096386091e+03    42.20       863.1 
142712   145879   142461   32014    -9.2100000000e+02    -1.3096386091e+03    42.20       863.4 
142827   145994   142576   32045    -9.2100000000e+02    -1.3096386091e+03    42.20       863.8 
142942   146109   142691   32076    -9.2100000000e+02    -1.3096386091e+03    42.20       864.1 
143057   146225   142806   32107    -9.2100000000e+02    -1.3096386091e+03    42.20       864.5 
143170   146346   142907   32138    -9.2100000000e+02    -1.3096386091e+03    42.20       865.9 
143277   146467   143014   32169    -9.2100000000e+02    -1.3096386091e+03    42.20       867.4 
143384   146588   143121   32200    -9.2100000000e+02    -1.3096386091e+03    42.20       868.7 
143491   146709   143228   32231    -9.2100000000e+02    -1.3096386091e+03    42.20       870.2 
143598   146830   143335   32262    -9.2100000000e+02    -1.3096386091e+03    42.20       871.6 
143705   146951   143442   32293    -9.2100000000e+02    -1.3096386091e+03    42.20       872.9 
143812   147072   143549   32324    -9.2100000000e+02    -1.3096386091e+03    42.20       874.3 
143919   147193   143656   32355    -9.2100000000e+02    -1.3096386091e+03    42.20       875.8 
144026   147314   143763   32386    -9.2100000000e+02    -1.3096386091e+03    42.20       877.2 
144133   147435   143870   32417    -9.2100000000e+02    -1.3096386091e+03    42.20       878.6 
144240   147556   143977   32448    -9.2100000000e+02    -1.3096386091e+03    42.20       880.0 
144347   147677   144084   32479    -9.2100000000e+02    -1.3096386091e+03    42.20       881.4 
144454   147798   144191   32510    -9.2100000000e+02    -1.3096386091e+03    42.20       882.8 
144561   147919   144298   32541    -9.2100000000e+02    -1.3096386091e+03    42.20       884.2 
144668   148040   144405   32572    -9.2100000000e+02    -1.3096386091e+03    42.20       885.6 
144775   148161   144512   32603    -9.2100000000e+02    -1.3096386091e+03    42.20       886.9 
144882   148282   144619   32634    -9.2100000000e+02    -1.3096386091e+03    42.20       888.3 
144989   148403   144726   32665    -9.2100000000e+02    -1.3096386091e+03    42.20       889.6 
145096   148524   144833   32696    -9.2100000000e+02    -1.3096386091e+03    42.20       891.0 
145203   148645   144940   32727    -9.2100000000e+02    -1.3096386091e+03    42.20       892.4 
145310   148766   145047   32758    -9.2100000000e+02    -1.3096386091e+03    42.20       893.7 
145417   148887   145154   32789    -9.2100000000e+02    -1.3096386091e+03    42.20       895.1 
145524   149008   145261   32820    -9.2100000000e+02    -1.3096386091e+03    42.20       896.4 
145631   149129   145368   32851    -9.2100000000e+02    -1.3096386091e+03    42.20       897.8 
145738   149250   145475   32882    -9.2100000000e+02    -1.3096386091e+03    42.20       899.2 
145845   149371   145582   32913    -9.2100000000e+02    -1.3096386091e+03    42.20       900.5 
145952   149492   145689   32944    -9.2100000000e+02    -1.3096386091e+03    42.20       901.9 
146059   149613   145796   32975    -9.2100000000e+02    -1.3096386091e+03    42.20       903.2 
146166   149734   145903   33006    -9.2100000000e+02    -1.3096386091e+03    42.20       904.6 
146273   149855   146010   33037    -9.2100000000e+02    -1.3096386091e+03    42.20       905.9 
146380   149976   146117   33068    -9.2100000000e+02    -1.3096386091e+03    42.20       907.3 
146487   150097   146224   33099    -9.2100000000e+02    -1.3096386091e+03    42.20       908.7 
146594   150218   146331   33130    -9.2100000000e+02    -1.3096386091e+03    42.20       910.1 
146701   150339   146438   33161    -9.2100000000e+02    -1.3096386091e+03    42.20       911.5 
146808   150460   146545   33192    -9.2100000000e+02    -1.3096386091e+03    42.20       912.9 
146915   150581   146652   33223    -9.2100000000e+02    -1.3096386091e+03    42.20       914.3 
147022   150702   146759   33254    -9.2100000000e+02    -1.3096386091e+03    42.20       915.7 
147129   150823   146866   33285    -9.2100000000e+02    -1.3096386091e+03    42.20       917.1 
147236   150944   146973   33316    -9.2100000000e+02    -1.3096386091e+03    42.20       918.5 
147343   151065   147080   33347    -9.2100000000e+02    -1.3096386091e+03    42.20       919.8 
147450   151186   147187   33378    -9.2100000000e+02    -1.3096386091e+03    42.20       921.2 
147557   151307   147294   33409    -9.2100000000e+02    -1.3096386091e+03    42.20       922.6 
147664   151428   147401   33440    -9.2100000000e+02    -1.3096386091e+03    42.20       923.9 
147771   151549   147508   33471    -9.2100000000e+02    -1.3096386091e+03    42.20       925.3 
147878   151670   147615   33502    -9.2100000000e+02    -1.3096386091e+03    42.20       926.7 
147985   151791   147722   33533    -9.2100000000e+02    -1.3096386091e+03    42.20       928.0 
148092   151912   147829   33564    -9.2100000000e+02    -1.3096386091e+03    42.20       929.4 
148199   152033   147936   33595    -9.2100000000e+02    -1.3096386091e+03    42.20       930.8 
148306   152154   148043   33626    -9.2100000000e+02    -1.3096386091e+03    42.20       932.1 
148413   152275   148150   33657    -9.2100000000e+02    -1.3096386091e+03    42.20       933.5 
148520   152396   148257   33688    -9.2100000000e+02    -1.3096386091e+03    42.20       934.8 
148627   152517   148364   33719    -9.2100000000e+02    -1.3096386091e+03    42.20       936.2 
148734   152638   148471   33750    -9.2100000000e+02    -1.3096386091e+03    42.20       937.5 
148841   152759   148578   33781    -9.2100000000e+02    -1.3096386091e+03    42.20       938.9 
148948   152880   148685   33812    -9.2100000000e+02    -1.3096386091e+03    42.20       940.2 
149055   153001   148792   33843    -9.2100000000e+02    -1.3096386091e+03    42.20       941.6 
149162   153122   148899   33874    -9.2100000000e+02    -1.3096386091e+03    42.20       942.9 
149269   153243   149006   33905    -9.2100000000e+02    -1.3096386091e+03    42.20       944.3 
149376   153364   149113   33936    -9.2100000000e+02    -1.3096386091e+03    42.20       945.7 
149483   153485   149220   33967    -9.2100000000e+02    -1.3096386091e+03    42.20       947.1 
149590   153606   149327   33998    -9.2100000000e+02    -1.3096386091e+03    42.20       948.4 
149697   153727   149434   34029    -9.2100000000e+02    -1.3096386091e+03    42.20       949.8 
149804   153848   149541   34060    -9.2100000000e+02    -1.3096386091e+03    42.20       951.2 
149911   153969   149648   34091    -9.2100000000e+02    -1.3096386091e+03    42.20       952.5 
150018   154090   149755   34122    -9.2100000000e+02    -1.3096386091e+03    42.20       953.9 
150125   154211   149862   34153    -9.2100000000e+02    -1.3096386091e+03    42.20       955.2 
150232   154332   149969   34184    -9.2100000000e+02    -1.3096386091e+03    42.20       956.6 
150339   154453   150076   34215    -9.2100000000e+02    -1.3096386091e+03    42.20       958.0 
150446   154574   150183   34246    -9.2100000000e+02    -1.3096386091e+03    42.20       959.3 
150553   154695   150290   34277    -9.2100000000e+02    -1.3096386091e+03    42.20       960.7 
150660   154816   150397   34308    -9.2100000000e+02    -1.3096386091e+03    42.20       962.1 
150767   154937   150504   34339    -9.2100000000e+02    -1.3096386091e+03    42.20       963.4 
150874   155058   150611   34370    -9.2100000000e+02    -1.3096386091e+03    42.20       964.9 
150981   155179   150718   34401    -9.2100000000e+02    -1.3096386091e+03    42.20       966.2 
151088   155300   150825   34432    -9.2100000000e+02    -1.3096386091e+03    42.20       967.6 
151195   155421   150932   34463    -9.2100000000e+02    -1.3096386091e+03    42.20       969.0 
151302   155542   151039   34494    -9.2100000000e+02    -1.3096386091e+03    42.20       970.4 
151409   155663   151146   34525    -9.2100000000e+02    -1.3096386091e+03    42.20       971.7 
151516   155784   151253   34556    -9.2100000000e+02    -1.3096386091e+03    42.20       973.1 
151623   155905   151360   34587    -9.2100000000e+02    -1.3096386091e+03    42.20       974.5 
151730   156026   151467   34618    -9.2100000000e+02    -1.3096386091e+03    42.20       975.8 
151837   156147   151574   34649    -9.2100000000e+02    -1.3096386091e+03    42.20       977.2 
151944   156268   151681   34680    -9.2100000000e+02    -1.3096386091e+03    42.20       978.5 
152051   156389   151788   34711    -9.2100000000e+02    -1.3096386091e+03    42.20       979.9 
152158   156510   151895   34742    -9.2100000000e+02    -1.3096386091e+03    42.20       981.2 
152265   156631   152002   34773    -9.2100000000e+02    -1.3096386091e+03    42.20       982.6 
152372   156752   152109   34804    -9.2100000000e+02    -1.3096386091e+03    42.20       984.0 
152479   156873   152216   34835    -9.2100000000e+02    -1.3096386091e+03    42.20       985.4 
152586   156994   152323   34866    -9.2100000000e+02    -1.3096386091e+03    42.20       986.8 
152693   157115   152430   34897    -9.2100000000e+02    -1.3096386091e+03    42.20       988.2 
152800   157236   152537   34928    -9.2100000000e+02    -1.3096386091e+03    42.20       989.5 
152907   157357   152644   34959    -9.2100000000e+02    -1.3096386091e+03    42.20       991.0 
153014   157478   152751   34990    -9.2100000000e+02    -1.3096386091e+03    42.20       992.4 
153121   157599   152858   35021    -9.2100000000e+02    -1.3096386091e+03    42.20       993.7 
153228   157720   152965   35052    -9.2100000000e+02    -1.3096386091e+03    42.20       995.1 
153335   157841   153072   35083    -9.2100000000e+02    -1.3096386091e+03    42.20       996.5 
153442   157962   153179   35114    -9.2100000000e+02    -1.3096386091e+03    42.20       997.9 
153549   158083   153286   35145    -9.2100000000e+02    -1.3096386091e+03    42.20       999.3 
153656   158204   153393   35176    -9.2100000000e+02    -1.3096386091e+03    42.20       1000.7
153763   158325   153500   35207    -9.2100000000e+02    -1.3096386091e+03    42.20       1002.1
153870   158446   153607   35238    -9.2100000000e+02    -1.3096386091e+03    42.20       1003.5
153977   158567   153714   35269    -9.2100000000e+02    -1.3096386091e+03    42.20       1004.9
154084   158688   153821   35300    -9.2100000000e+02    -1.3096386091e+03    42.20       1006.2
154191   158809   153928   35331    -9.2100000000e+02    -1.3096386091e+03    42.20       1007.6
154298   158930   154035   35362    -9.2100000000e+02    -1.3096386091e+03    42.20       1008.9
154405   159051   154142   35393    -9.2100000000e+02    -1.3096386091e+03    42.20       1010.3
154512   159172   154249   35424    -9.2100000000e+02    -1.3096386091e+03    42.20       1011.7
154619   159293   154356   35455    -9.2100000000e+02    -1.3096386091e+03    42.20       1013.0
154726   159414   154463   35486    -9.2100000000e+02    -1.3096386091e+03    42.20       1014.4
154833   159535   154570   35517    -9.2100000000e+02    -1.3096386091e+03    42.20       1015.8
154940   159656   154677   35548    -9.2100000000e+02    -1.3096386091e+03    42.20       1017.1
155047   159777   154784   35579    -9.2100000000e+02    -1.3096386091e+03    42.20       1018.5
155154   159898   154891   35610    -9.2100000000e+02    -1.3096386091e+03    42.20       1019.8
155261   160019   154998   35641    -9.2100000000e+02    -1.3096386091e+03    42.20       1021.2
155368   160140   155105   35672    -9.2100000000e+02    -1.3096386091e+03    42.20       1022.5
155475   160261   155212   35703    -9.2100000000e+02    -1.3096386091e+03    42.20       1023.9
155582   160382   155319   35734    -9.2100000000e+02    -1.3096386091e+03    42.20       1025.3
155689   160503   155426   35765    -9.2100000000e+02    -1.3096386091e+03    42.20       1026.7
155796   160624   155533   35796    -9.2100000000e+02    -1.3096386091e+03    42.20       1028.1
155903   160745   155640   35827    -9.2100000000e+02    -1.3096386091e+03    42.20       1029.4
156010   160866   155747   35858    -9.2100000000e+02    -1.3096386091e+03    42.20       1030.8
156117   160987   155854   35889    -9.2100000000e+02    -1.3096386091e+03    42.20       1032.2
156224   161108   155961   35920    -9.2100000000e+02    -1.3096386091e+03    42.20       1033.5
156331   161229   156068   35951    -9.2100000000e+02    -1.3096386091e+03    42.20       1034.9
156438   161350   156175   35982    -9.2100000000e+02    -1.3096386091e+03    42.20       1036.3
156545   161471   156282   36013    -9.2100000000e+02    -1.3096386091e+03    42.20       1037.6
156652   161592   156389   36044    -9.2100000000e+02    -1.3096386091e+03    42.20       1038.9
156759   161713   156496   36075    -9.2100000000e+02    -1.3096386091e+03    42.20       1040.3
156866   161834   156603   36106    -9.2100000000e+02    -1.3096386091e+03    42.20       1041.7
156973   161955   156710   36137    -9.2100000000e+02    -1.3096386091e+03    42.20       1043.0
157080   162076   156817   36168    -9.2100000000e+02    -1.3096386091e+03    42.20       1044.4
157187   162197   156924   36199    -9.2100000000e+02    -1.3096386091e+03    42.20       1045.7
157294   162318   157031   36230    -9.2100000000e+02    -1.3096386091e+03    42.20       1047.1
157401   162439   157138   36261    -9.2100000000e+02    -1.3096386091e+03    42.20       1048.5
157508   162560   157245   36292    -9.2100000000e+02    -1.3096386091e+03    42.20       1049.8
157615   162681   157352   36323    -9.2100000000e+02    -1.3096386091e+03    42.20       1051.2
157722   162802   157459   36354    -9.2100000000e+02    -1.3096386091e+03    42.20       1052.6
157829   162923   157566   36385    -9.2100000000e+02    -1.3096386091e+03    42.20       1053.9
157936   163044   157673   36416    -9.2100000000e+02    -1.3096386091e+03    42.20       1055.4
158043   163165   157780   36447    -9.2100000000e+02    -1.3096386091e+03    42.20       1056.7
158150   163286   157887   36478    -9.2100000000e+02    -1.3096386091e+03    42.20       1058.0
158257   163407   157994   36509    -9.2100000000e+02    -1.3096386091e+03    42.20       1059.4
158364   163528   158101   36540    -9.2100000000e+02    -1.3096386091e+03    42.20       1060.8
158471   163649   158208   36571    -9.2100000000e+02    -1.3096386091e+03    42.20       1062.2
158578   163770   158315   36602    -9.2100000000e+02    -1.3096386091e+03    42.20       1063.5
158685   163891   158422   36633    -9.2100000000e+02    -1.3096386091e+03    42.20       1064.9
158792   164012   158529   36664    -9.2100000000e+02    -1.3096386091e+03    42.20       1066.3
158899   164133   158636   36695    -9.2100000000e+02    -1.3096386091e+03    42.20       1067.6
159006   164254   158743   36726    -9.2100000000e+02    -1.3096386091e+03    42.20       1069.1
159113   164375   158850   36757    -9.2100000000e+02    -1.3096386091e+03    42.20       1070.5
159220   164496   158957   36788    -9.2100000000e+02    -1.3096386091e+03    42.20       1071.9
159327   164617   159064   36819    -9.2100000000e+02    -1.3096386091e+03    42.20       1073.3
159434   164738   159171   36850    -9.2100000000e+02    -1.3096386091e+03    42.20       1074.6
159541   164859   159278   36881    -9.2100000000e+02    -1.3096386091e+03    42.20       1075.9
159648   164980   159385   36912    -9.2100000000e+02    -1.3096386091e+03    42.20       1077.3
159755   165101   159492   36943    -9.2100000000e+02    -1.3096386091e+03    42.20       1078.7
159862   165222   159599   36974    -9.2100000000e+02    -1.3096386091e+03    42.20       1080.0
159969   165343   159706   37005    -9.2100000000e+02    -1.3096386091e+03    42.20       1081.4
160076   165464   159813   37036    -9.2100000000e+02    -1.3096386091e+03    42.20       1082.8
160183   165585   159920   37067    -9.2100000000e+02    -1.3096386091e+03    42.20       1084.1
160290   165706   160027   37098    -9.2100000000e+02    -1.3096386091e+03    42.20       1085.5
160397   165827   160134   37129    -9.2100000000e+02    -1.3096386091e+03    42.20       1086.9
160504   165948   160241   37160    -9.2100000000e+02    -1.3096386091e+03    42.20       1088.3
160611   166069   160348   37191    -9.2100000000e+02    -1.3096386091e+03    42.20       1089.7
160718   166190   160455   37222    -9.2100000000e+02    -1.3096386091e+03    42.20       1091.0
160825   166311   160562   37253    -9.2100000000e+02    -1.3096386091e+03    42.20       1092.4
160932   166432   160669   37284    -9.2100000000e+02    -1.3096386091e+03    42.20       1093.7
161039   166553   160776   37315    -9.2100000000e+02    -1.3096386091e+03    42.20       1095.1
161146   166674   160883   37346    -9.2100000000e+02    -1.3096386091e+03    42.20       1096.5
161253   166795   160990   37377    -9.2100000000e+02    -1.3096386091e+03    42.20       1097.8
161360   166916   161097   37408    -9.2100000000e+02    -1.3096386091e+03    42.20       1099.2
161467   167037   161204   37439    -9.2100000000e+02    -1.3096386091e+03    42.20       1100.6
161574   167158   161311   37470    -9.2100000000e+02    -1.3096386091e+03    42.20       1101.9
161681   167279   161418   37501    -9.2100000000e+02    -1.3096386091e+03    42.20       1103.3
161788   167400   161525   37532    -9.2100000000e+02    -1.3096386091e+03    42.20       1104.7
161895   167521   161632   37563    -9.2100000000e+02    -1.3096386091e+03    42.20       1106.1
162002   167642   161739   37594    -9.2100000000e+02    -1.3096386091e+03    42.20       1107.4
162109   167763   161846   37625    -9.2100000000e+02    -1.3096386091e+03    42.20       1108.8
162216   167884   161953   37656    -9.2100000000e+02    -1.3096386091e+03    42.20       1110.1
162323   168005   162060   37687    -9.2100000000e+02    -1.3096386091e+03    42.20       1111.5
162430   168126   162167   37718    -9.2100000000e+02    -1.3096386091e+03    42.20       1112.9
162537   168247   162274   37749    -9.2100000000e+02    -1.3096386091e+03    42.20       1114.2
162644   168368   162381   37780    -9.2100000000e+02    -1.3096386091e+03    42.20       1115.6
162751   168489   162488   37811    -9.2100000000e+02    -1.3096386091e+03    42.20       1117.0
162858   168610   162595   37842    -9.2100000000e+02    -1.3096386091e+03    42.20       1118.4
162965   168731   162702   37873    -9.2100000000e+02    -1.3096386091e+03    42.20       1119.7
163072   168852   162809   37904    -9.2100000000e+02    -1.3096386091e+03    42.20       1121.1
163179   168973   162916   37935    -9.2100000000e+02    -1.3096386091e+03    42.20       1122.5
163286   169094   163023   37966    -9.2100000000e+02    -1.3096386091e+03    42.20       1123.9
163393   169215   163130   37997    -9.2100000000e+02    -1.3096386091e+03    42.20       1125.2
163500   169336   163237   38028    -9.2100000000e+02    -1.3096386091e+03    42.20       1126.6
163607   169457   163344   38059    -9.2100000000e+02    -1.3096386091e+03    42.20       1128.0
163714   169578   163451   38090    -9.2100000000e+02    -1.3096386091e+03    42.20       1129.3
163821   169699   163558   38121    -9.2100000000e+02    -1.3096386091e+03    42.20       1130.7
163928   169820   163665   38152    -9.2100000000e+02    -1.3096386091e+03    42.20       1132.1
164035   169941   163772   38183    -9.2100000000e+02    -1.3096386091e+03    42.20       1133.4
164142   170062   163879   38214    -9.2100000000e+02    -1.3096386091e+03    42.20       1134.8
164249   170183   163986   38245    -9.2100000000e+02    -1.3096386091e+03    42.20       1136.2
164356   170304   164093   38276    -9.2100000000e+02    -1.3096386091e+03    42.20       1137.6
164463   170425   164200   38307    -9.2100000000e+02    -1.3096386091e+03    42.20       1138.9
164570   170546   164307   38338    -9.2100000000e+02    -1.3096386091e+03    42.20       1140.3
164677   170667   164414   38369    -9.2100000000e+02    -1.3096386091e+03    42.20       1141.6
164784   170788   164521   38400    -9.2100000000e+02    -1.3096386091e+03    42.20       1143.0
164891   170909   164628   38431    -9.2100000000e+02    -1.3096386091e+03    42.20       1144.4
164998   171030   164735   38462    -9.2100000000e+02    -1.3096386091e+03    42.20       1145.8
165105   171151   164842   38493    -9.2100000000e+02    -1.3096386091e+03    42.20       1147.1
165212   171272   164949   38524    -9.2100000000e+02    -1.3096386091e+03    42.20       1148.5
165319   171393   165056   38555    -9.2100000000e+02    -1.3096386091e+03    42.20       1149.8
165426   171514   165163   38586    -9.2100000000e+02    -1.3096386091e+03    42.20       1151.2
165533   171635   165270   38617    -9.2100000000e+02    -1.3096386091e+03    42.20       1152.6
165640   171756   165377   38648    -9.2100000000e+02    -1.3096386091e+03    42.20       1154.0
165747   171877   165484   38679    -9.2100000000e+02    -1.3096386091e+03    42.20       1155.3
165854   171998   165591   38710    -9.2100000000e+02    -1.3096386091e+03    42.20       1156.7
165961   172119   165698   38741    -9.2100000000e+02    -1.3096386091e+03    42.20       1158.0
166068   172240   165805   38772    -9.2100000000e+02    -1.3096386091e+03    42.20       1159.4
166175   172361   165912   38803    -9.2100000000e+02    -1.3096386091e+03    42.20       1160.8
166282   172482   166019   38834    -9.2100000000e+02    -1.3096386091e+03    42.20       1162.1
166389   172603   166126   38865    -9.2100000000e+02    -1.3096386091e+03    42.20       1163.5
166496   172724   166233   38896    -9.2100000000e+02    -1.3096386091e+03    42.20       1164.8
166603   172845   166340   38927    -9.2100000000e+02    -1.3096386091e+03    42.20       1166.2
166710   172966   166447   38958    -9.2100000000e+02    -1.3096386091e+03    42.20       1167.5
166817   173087   166554   38989    -9.2100000000e+02    -1.3096386091e+03    42.20       1168.9
166924   173208   166661   39020    -9.2100000000e+02    -1.3096386091e+03    42.20       1170.2
167031   173329   166768   39051    -9.2100000000e+02    -1.3096386091e+03    42.20       1171.6
167138   173450   166875   39082    -9.2100000000e+02    -1.3096386091e+03    42.20       1173.0
167245   173571   166982   39113    -9.2100000000e+02    -1.3096386091e+03    42.20       1174.3
167352   173692   167089   39144    -9.2100000000e+02    -1.3096386091e+03    42.20       1175.7
167459   173813   167196   39175    -9.2100000000e+02    -1.3096386091e+03    42.20       1177.0
167566   173934   167303   39206    -9.2100000000e+02    -1.3096386091e+03    42.20       1178.4
167673   174055   167410   39237    -9.2100000000e+02    -1.3096386091e+03    42.20       1179.8
167780   174176   167517   39268    -9.2100000000e+02    -1.3096386091e+03    42.20       1181.1
167887   174297   167624   39299    -9.2100000000e+02    -1.3096386091e+03    42.20       1182.5
167994   174418   167731   39330    -9.2100000000e+02    -1.3096386091e+03    42.20       1183.9
168101   174539   167838   39361    -9.2100000000e+02    -1.3096386091e+03    42.20       1185.3
168208   174660   167945   39392    -9.2100000000e+02    -1.3096386091e+03    42.20       1186.7
168315   174781   168052   39423    -9.2100000000e+02    -1.3096386091e+03    42.20       1188.0
168422   174902   168159   39454    -9.2100000000e+02    -1.3096386091e+03    42.20       1189.4
168529   175023   168266   39485    -9.2100000000e+02    -1.3096386091e+03    42.20       1190.8
168636   175144   168373   39516    -9.2100000000e+02    -1.3096386091e+03    42.20       1192.2
168743   175265   168480   39547    -9.2100000000e+02    -1.3096386091e+03    42.20       1193.6
168850   175386   168587   39578    -9.2100000000e+02    -1.3096386091e+03    42.20       1194.9
168957   175507   168694   39609    -9.2100000000e+02    -1.3096386091e+03    42.20       1196.3
169064   175628   168801   39640    -9.2100000000e+02    -1.3096386091e+03    42.20       1197.6
169171   175749   168908   39671    -9.2100000000e+02    -1.3096386091e+03    42.20       1199.0
169278   175870   169015   39702    -9.2100000000e+02    -1.3096386091e+03    42.20       1200.4
169385   175991   169122   39733    -9.2100000000e+02    -1.3096386091e+03    42.20       1201.7
169492   176112   169229   39764    -9.2100000000e+02    -1.3096386091e+03    42.20       1203.1
169599   176233   169336   39795    -9.2100000000e+02    -1.3096386091e+03    42.20       1204.5
169706   176354   169443   39826    -9.2100000000e+02    -1.3096386091e+03    42.20       1205.8
169813   176475   169550   39857    -9.2100000000e+02    -1.3096386091e+03    42.20       1207.2
169920   176596   169657   39888    -9.2100000000e+02    -1.3096386091e+03    42.20       1208.6
170027   176717   169764   39919    -9.2100000000e+02    -1.3096386091e+03    42.20       1210.0
170134   176838   169871   39950    -9.2100000000e+02    -1.3096386091e+03    42.20       1211.4
170241   176959   169978   39981    -9.2100000000e+02    -1.3096386091e+03    42.20       1212.8
170348   177080   170085   40012    -9.2100000000e+02    -1.3096386091e+03    42.20       1214.1
170455   177201   170192   40043    -9.2100000000e+02    -1.3096386091e+03    42.20       1215.5
170562   177322   170299   40074    -9.2100000000e+02    -1.3096386091e+03    42.20       1216.8
170669   177443   170406   40105    -9.2100000000e+02    -1.3096386091e+03    42.20       1218.2
170776   177564   170513   40136    -9.2100000000e+02    -1.3096386091e+03    42.20       1219.6
170883   177685   170620   40167    -9.2100000000e+02    -1.3096386091e+03    42.20       1220.9
170990   177806   170727   40198    -9.2100000000e+02    -1.3096386091e+03    42.20       1222.3
171097   177927   170834   40229    -9.2100000000e+02    -1.3096386091e+03    42.20       1223.6
171204   178048   170941   40260    -9.2100000000e+02    -1.3096386091e+03    42.20       1225.0
171311   178169   171048   40291    -9.2100000000e+02    -1.3096386091e+03    42.20       1226.4
171418   178290   171155   40322    -9.2100000000e+02    -1.3096386091e+03    42.20       1227.7
171525   178411   171262   40353    -9.2100000000e+02    -1.3096386091e+03    42.20       1229.1
171632   178532   171369   40384    -9.2100000000e+02    -1.3096386091e+03    42.20       1230.5
171739   178653   171476   40415    -9.2100000000e+02    -1.3096386091e+03    42.20       1231.8
171846   178774   171583   40446    -9.2100000000e+02    -1.3096386091e+03    42.20       1233.2
171953   178895   171690   40477    -9.2100000000e+02    -1.3096386091e+03    42.20       1234.5
172060   179016   171797   40508    -9.2100000000e+02    -1.3096386091e+03    42.20       1235.9
172167   179137   171904   40539    -9.2100000000e+02    -1.3096386091e+03    42.20       1237.3
172274   179258   172011   40570    -9.2100000000e+02    -1.3096386091e+03    42.20       1238.6
